texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 :///kcjp1avx9m'
'@vazamaia @lutandomuito @aliceelendutra3 @zethede @luheisenberg @rcrevelone @rodrigojfmg1981 @isabelviso @rubenscrevelone @chico_amaro @barella_sfc @ioneatuante4 @giovannarocco @sylvestresergio @arykame @severino_freud @bobjackk @thiagofc3079 @sandracantii @pablitohistory @arisirius @ceribeiro82 @mlulatica @rubinhoarte @ramesojalves @pgiolli @antonsilva @betozsantos @periodistabr @vagnerjack @walfredocarlos @valmont1 @mariluparreiras @fatimaleaum @edson13pt @ulises_4inter @mary_mayah @auberaraujo @rmelette @uli_cassilva @maulroou @crisbezig @rightthingbr @nikolasspagnol @bobiackk @vazatemer @jensoares73 @vanusaabreuc tipo isso  :///gjv6zfbn1x'
"' @marimpnetto: segundo temer  e a corja politica a culpa é dos aposentados , temer, dilma, aécio e seus comparsas ta… '"
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///gczoeb9pgm'
' @neusamandrade: hoje é dia fazer isso virar viral  @letraslimitadas @o_antagonista @marisascruz @aeciofaraujo :///…'
' @ezequiasns:  :///9v06gth8ve'
' @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos :///aevzx6usgp'
' @ezequiasns:  :///gczoeb9pgm'
' @mary_greicy:     #emendalulanão  #fundopartidárionão :///8wejdoiqka'
' @ricabudi: @muylaerte hahahaha perfeita definição bêbado mijado  e pra cadeia já '
' @neusamandrade: hoje é dia fazer isso virar viral  @letraslimitadas @o_antagonista @marisascruz @aeciofaraujo :///…'
' @ezequiasns:  :///yh82tomg46'
' @ezequiasns:  :///iynxk0ra6u'
' @ary_antipt: só pra não esquecer lula na cadeia    :///nsy7vrobui'
' @ezequiasns:  :///t8ngkvgeyj'
'@ezequiasns @marimpnetto  #fundodacorrupcao  #cabecasdoquadrilhao #pracimadelesmourão :///c2r1eioaxs'
' @mfrancanunes: @ezequiasns @marimpnetto  #fundodacorrupcao  #cabecasdoquadrilhao #pracimadelesmourão :///c2r1eioaxs'
' @ezequiasns:  :///iynxk0ra6u'
' @ezequiasns:  :///iynxk0ra6u'
' @ezequiasns:  :///iynxk0ra6u'
' @ezequiasns:  :///iynxk0ra6u'
' @alves_faraco: @mariadorosario vc é burra assim mesmo ou é mau intencionada fala sério né    #bolsonaro2018'
"'@paulazanelli , temer e seus comparsas também'"
"', temer e seus comparsas também :///bvtbablihg'"
"', temer e seus comparsas também :///ctdb2xwxlr'"
"'@ericamaral10 , temer e seus comparsas também'"
'#anne  #foracorruptos  #somostodosmoro  #lulanoxadrez :///fubve0ygrv'
' @ezequiasns:  :///iynxk0ra6u'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
"'@lulapelobrasil a esquerda começou a crescer por erro dos militares, qnd deixaram vcs se reunirem secretamente em 65 '"
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///oezqjahfbk'
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///yjxyxdpo85'
' @gilmargdss: #lulareu mais uma vez na operação #zelotes veja no link abixo :///w30fyx9d5u   #lavajato #lula…'
' @gilmargdss: veja a discussão do #lula com juiz #sérgiomoro no link :///pzea98knpg #lulapreso   $bolsomito #bolsonaro #b…'
' @gilmargdss: veja no link abaixo o depoimento de palocci ao juiz sérgio moro  :///7uarnsgpzf #lavajato #lavajato  #lulan…'
"' @gilmargdss: janot denuncia lula, dilma, gleisi,palocci, edinho, mantega, paulo bernardo e vaccari :///90tolnuqwi    #fo…'"
' @ezequiasns:  :///yjxyxdpo85'
' @mary_greicy:     #emendalulanão  #fundopartidárionão :///8wejdoiqka'
'@estadao @estadaomoda poque antes não tinha '
' @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos :///aevzx6usgp'
' @ezequiasns:  :///yjxyxdpo85'
' @paulacamara_: lula tem duas derrotas em pedidos contra moro    :///pmspqhdmfs'
' @ezequiasns:  :///p9cbwra5q4'
' @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos :///aevzx6usgp'
' @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos :///aevzx6usgp'
"' @marimpnetto: @danikpmoraes segundo temer  e a corja politica a culpa é dos aposentados , temer, dilma, aécio e seus compa…'"
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///evh1vahhcj'
"'e assim que se governa, comprando votos :///96bkrrqscp #bolsonaro2018  #privatizatudo'"
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos :///aevzx6usgp'
'eu disse que ela ia tratar de assuntos de interesse dos interessados :///r2cfo8i3gg #bolsonaro2018  #privatizatudo'
' @ezequiasns:  :///mwtbqsawwm'
' @ary_antipt: só pra não esquecer lula na cadeia    :///nsy7vrobui'
'@marcuspitter se o dinheiro fosse dela😏 é por isso que eu odeio esse pt adoram fazer festa com o dinheiro alheio  #lavajatoeuapoio'
' @ximenmalhador: chega de roubalheira do pt #foradilma  :///rmrycbh2ur vote hard for 5h'
' @ezequiasns:  :///9v06gth8ve'
' @ezequiasns:  :///rnawy9pvyq'
' @ezequiasns:  :///cut1yfiglb'
' @ezequiasns:  :///p9cbwra5q4'
' @ezequiasns:  :///slnqo3dakv'
' @ezequiasns:  :///evh1vahhcj'
' @ezequiasns:  :///grmtnkiihh'
' @ezequiasns:  :///grmtnkiihh'
' @ezequiasns:  :///evh1vahhcj'
' @ary_antipt: só pra não esquecer lula na cadeia    :///nsy7vrobui'
'📣o povo sabe quando tem eleição:lula se veste de pobre se faz de humilde  quer voto pra continuar metendo a mão   solução do 🇧🇷 :///2cb8gl2dxn'
' @ezequiasns:  :///cut1yfiglb'
' @ezequiasns:  :///cut1yfiglb'
' @ezequiasns:  :///up5fkob5fj'
' @ezequiasns:  :///n7xa8defy1'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///cut1yfiglb'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
"'@alyssonvelin @heldersalomao @mpf_pgr @micheltemer 10mi para cada um faz-me rir,foram de graça, br não será uma vnz, todos pelo fim dos comuno-bolivarianos  por um brasil sem pt'"
' @osvladpereira: pt decide suspender palocci por confessar crimes e incriminar lula   :///3rzarvxwtn :///z…'
' @ary_antipt: só pra não esquecer lula na cadeia    :///nsy7vrobui'
' @ezequiasns:  :///n7xa8defy1'
' :///u1k2fsomcv'
"'@portalmsn se anda existe justiça nesse país, tem que barrar mesmo  a desse crápula corrupto, e a dos outros corruptos também  '"
'  #lulainelegivel :///psqahcpeop'
' @lenicelima:   #lulainelegivel :///psqahcpeop'
' @ezequiasns:  :///cut1yfiglb'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///cut1yfiglb'
' @lenicelima:   #lulainelegivel :///psqahcpeop'
"'@uolnoticias o universo mente contra o lula, kkkkkkkk  piada, '"
' @ezequiasns:  :///cut1yfiglb'
'@bobjackk @ioneatuante4 @pipeline1975 @roluli @mary_mayah @zethede @maulroou @luheisenberg @rcrevelone @rodrigojfmg1981 @isabelviso @lutandomuito @rubenscrevelone @chico_amaro @barella_sfc @giovannarocco @sylvestresergio @arykame @severino_freud @thiagofc3079 @sandracantii @pablitohistory @arisirius @ceribeiro82 @mlulatica @rubinhoarte @ramesojalves @pgiolli @antonsilva @betozsantos @periodistabr @vagnerjack @walfredocarlos @valmont1 @mariluparreiras @fatimaleaum @aliceelendutra3 @edson13pt @ulises_4inter @auberaraujo @rmelette @uli_cassilva @crisbezig @rightthingbr @nikolasspagnol @bobiackk @vazatemer @vazamaia @jensoares73 @vanusaabreuc quero q aécio pague e seja preso por todos os ilícitos que cometeu e assim também todos os corruptos que roubam nossa nação '
'@blogdonoblat primeiramente #bolsonaro presidente  #lula #noblatlixo'
'graças à deus o mundo não acabou hoje não podemos morrer antes de ver o  :///nrtn5aaesm'
'@roxmo @luizcarlosrns não chamaram porque o roger ia mandar um  e boa parte do público ia corresponder e não ia pegar bem pra lacração'
'@portalmsn já começaram a comprar as pesquisas'
' @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos :///aevzx6usgp'
'a melhor música dos últimos tempos 👏🏼👏🏼👏🏼  :///ovdzloy0v0'
"'@revistaistoe eu apoio, inclusive, que eles não participem nunca mais '"
'@estadao mentira tem perna curta o pt sempre usou perna de pau encobrir as falácias parece que agora tem cupim na madeira das pernas '
'esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
'enquanto a mídia endeusar criminoso e falar mal da polícia  nada vai mudar  :///xi5umqwwjf'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
'@estadao chegou a hora do brasil valorizar a decência e esquecer de vez quem nos humilhou vamos enterrar esta carcaça pra sempre '
"'@chico_pinheiro cadê a outra parte ,lulaladrão e dilmanta não existe bandido melhor que o seu ou o meu #todosmacadeia#da-lhemourao#da-lhemoro'"
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
' @ezequiasns:  :///yjxyxdpo85'
'@revistaistoe ótimo foram dizimados na última eleição fariam um favor de não atrapalhar parece q a #peia q tomaram não aprenderam nada '
'@revistaistoe '
' :///5f3naj9l2l'
"' @xelelete: @micheltemer  #forarenan #forastf , como disse cazuza “os políticos transformam o país inteiro num puteiro… '"
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
'@revistaistoe vamos boicotar é o pt nas próximas eleições '
' @osvladpereira: vem ai a 2ª condenação na 1ª  instância e a 1ª condenação na 2ª instância  :///jy2n9lvm5y'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
'@exame já ando até com pena pressão psicológica sem trégua '
' @blogdotato67: na papuda                                                  #tocommoro :///m2uzae2yla'
'@gleisi @mpf_pgr aumenta cerco em bandido @lulapelobrasil é o que é queria o quê  #lulaladrão #gleisinacadeia #petralhada'
' @blogdotato67: na papuda                                                  #tocommoro :///m2uzae2yla'
' @blogdotato67: na papuda                                                  #tocommoro :///m2uzae2yla'
' @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
' @ezequiasns:  :///yjxyxdpo85'
'@estadao '
' @ezequiasns:  :///yh82tomg46'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
"'@ptbrasil @lulapelobrasil candidatíssimo para ser preso em 2018, em todos os cenários é '"
'lava jato amplia cerco a lula com mais 6 apurações qdo vão prender lula   :///titjj248n7'
' @ezequiasns:  :///k7o5yy4jf9'
' :///rxbaacld2m'
'drogado e petista não tem como manter a beleza mesmo não  #prontofalei    :///ojsjlvcdbj'
'a coisa tá feia #lavajato  lava jato amplia cerco a lula com mais 6 apurações :///pqsjwdymus :///g8vpj9a8zm'
'@osaidde já passou da hora '
'@diogomainardi '
' @sandrarcreyes: @osaidde já passou da hora '
"'@gleisi esqueceram que o luladrão é eletivo, o juiz não auto-explicativo 1  ah, só não vale comprar pesquisa auto-explicativo 2 '"
' @sandrarcreyes: lava jato amplia cerco a lula com mais 6 apurações qdo vão prender lula   :///titjj248n7'
'lava jato amplia cerco a lula com mais 6 apurações    :///rzduszuqfk'
' @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    :///rzduszuqfk'
'@ptbrasil @lulapelobrasil esse é o cenário que luladrão ganha em todas as pesquisas  :///j1jpvjhh5d'
'uol divulgando fake news do blog 247 sobre moro o problema é o crime ou o juiz uol  '
' @ezequiasns:  :///9v06gth8ve'
'@estadao @estadaomoda kkkkk '
'lula agora eh uma rocinha cercada de facções rivais    :///s7ihby7xls'
' @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    :///rzduszuqfk'
"'  #gleisinacadeia contra a constituição de 88, contra o plano real, contra o brasil, contra a :///rhscfssbha'"
' @ezequiasns:  :///mwtbqsawwm'
' @ezequiasns:  :///yh82tomg46'
' @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    :///rzduszuqfk'
' @ezequiasns:  :///p9cbwra5q4'
' @ezequiasns:  :///yh82tomg46'
' @ezequiasns:  :///yh82tomg46'
"'@policiafederal bom dia da pf, tudo que o lula mais tem medo #somostodospf '"
' @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'só o que faltava #foradilma  :///cinmbs2nyn'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
'@justiav @n_carvalheira sabe q no fim vai dar tudo em uma bela pizza os bandidos agora dizem  se lula que roubou o brasil inteiro tá solto '
'@blogdojefferson 😂😂😂 deus te ouça  '
'realmente estamos séculos atrasados  agora descobrirem que os parlatórios americanos são a solução para nossos presídios  '
'amem   :///i6tmf2i0tq'
'@marcosportela @folha  já'
' @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    :///rzduszuqfk'
'@ptbrasil filiação de novos militontos :///sg0uvri4rm'
'@ptbrasil @reginaldolopes @lulapelobrasil palocci manda lembranças seus corruptos '
'kkkkk prova concreta  :///nrczmoyq44'
'@portalr7 um bandido a menos na disputa '
' #foracomunistas  :///8qk853hij5'
' @ezequiasns:  :///oezqjahfbk'
' @rodrigocmilena: @ptbrasil @lulapelobrasil esse é o cenário que luladrão ganha em todas as pesquisas  :///j1jpvjh…'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
'@rosevplb '
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
'só pra lembrar galera sou de direita e quero  vlws flws #domingodetremurasdv'
"'perseguição ódio de classe povo aplaude e quer  a máscara caiu acabou a robalheira cai na real, a senhora vai presa também :///rpswnlu6bp'"
' @ezequiasns:  :///yjxyxdpo85'
' @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    :///rzduszuqfk'
' @ezequiasns:  :///yjxyxdpo85'
'@kepler_nicolaus @janainadobrasil #forapetralha #somostodosmourão  '
'@jandira_feghali  '
' @sandrarcreyes: lava jato amplia cerco a lula com mais 6 apurações qdo vão prender lula   :///titjj248n7'
'@o_antagonista eu não acredito em pesquisas de opinião  a lava-jato nos mostrou que elas são pagas por empreiteiras enroladas em propinas  '
'um ex-presidente condenado e uma ex-presidente que sofreu #impeachment não podem voltar ao poder  :///lu9jdxhobq'
'@odecarvalho @pedrosolidus ninguém (de bem) levou essa entrevista à sério é só mais uma tentativa de tirar as redes sociais do foco de  e da #lavajato'
'um ex-presidente condenado e uma ex-presidente que sofreu #impeachment não podem voltar ao poder   :///41xxr97gd5'
'boataria é boataria :///rse8sotipp '
' :///dbz1ykrhdq'
'@jairbolsonaro nosso futuro presidente #bolsonaro2018 '
'@mdfluminense @robertakirsten @monica3429 @gipiu @iaragb @rosevplb @ivaniacviana @vandaraboni @cibelecamargo4 se não há a mínima dúvida de que ele será preso e mofara nas grades '
'@msubcomandante @estadao não esquece que lula teve 👉🏼dilma  '
"'@bolsonarosp violência generalizada e aumentando, precisamos mudar ou a bandidagem vai dominar #botamoraltemer  #bolsonaro2018'"
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///oezqjahfbk'
'@comunacritico @beruta que bela prova hein pedir agora é crime  #naovequemnaoquer  '
' @ezequiasns:  :///gczoeb9pgm'
'@ptbrasil @lulapelobrasil luladrão @jairbolsonaro é o único honesto  :///mwmf6mr2z2'
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///ecxi4rx6qd'
' @ezequiasns:  :///gczoeb9pgm'
' @mahggasantana:  :///5shszhum4z'
' @mahggasantana:  :///51lxluir49'
' @mahggasantana:  simbora meu povo :///ay1bexrnql'
'irónico não  :///luzd263wrm'
' jaaa'
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///gczoeb9pgm'
' que a justiça seja feita para todos que acabaram com este pais 🔚 :///yvuhvhrn9w'
' @ezequiasns:  :///iynxk0ra6u'
'@beruta @sabrina261079 tudo isso    e ainda assim qta atenção   '
'@veja '
'@revistaistoe eu apoio  com  e #dilmapresa'
"'@odecarvalho @pedrosolidus não quero saber o que @odecarvalho fez ou deixou de fazer, nunca usou dinheiro público só quero '"
'pq as celebridades não usam brincos   :///4eksanx4ge'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
'quem foi o maior ladrão do brasil   até hoje #bolsonaro2018 '
"'vou criar uma nova moda de  brincos , será se vai pegar  :///8anaskpdb3'"
' @vieirabazilio: quem foi o maior ladrão do brasil   até hoje #bolsonaro2018 '
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///gczoeb9pgm'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///oezqjahfbk'
' @vieirabazilio: quem foi o maior ladrão do brasil   até hoje #bolsonaro2018 '
"'golpistas ne hahahha faça me rir, em 2018, vocês vão ver os verdadeiros #golpistas na #cadeia  :///rt1uelgisu'"
"'@valescaoficial 54 milhões de imbecis votaram no temer, espere 2018    eu quero o fim da lei rouanet  @camaradeputados :///9m0cfyt1y7'"
'muito relevante   eh a justiça vencendo o crime   :///doshees1ga'
' @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    :///rzduszuqfk'
' @paulacamara_: esquerda já traça cenário para 2018 sem lula   :///qztdjhawet'
'não vejo a hora disso acontecer  @trf4_oficial :///6zlrwf3kw4'
"'pt e seus integrantes, são  sinônimo de quadrilha, roubo e tudo que é safadeza  com seus cúmplices já :///rslqt7xx30'"
'@semclubismo_fc tá no time certo o mais sujo do futebol brasileiro '
"' @archertereza: pt e seus integrantes, são  sinônimo de quadrilha, roubo e tudo que é safadeza  com seus cúmplices já http…'"
' @blogdotato67: na papuda                                                  #tocommoro :///m2uzae2yla'
' @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
' @ritaoli36702816: não vejo a hora disso acontecer  @trf4_oficial :///6zlrwf3kw4'
'e vem aí  para começar o fim da impunidade e o início da moralização no brasil :///blcgnnlips'
'@o_antagonista #foragilmar  #maduropreso #foratemer #foraaecio #mpindependente #3poderespodres #naoreelejaninguem #10medidas'
"'e vem aí , para começar com grande festa, o fim da impunidade e o início da moralização no brasil :///blcgnnlips'"
' @vieirabazilio: quem foi o maior ladrão do brasil   até hoje #bolsonaro2018 '
' @ezequiasns:  :///yjxyxdpo85'
' @archertereza: e vem aí  para começar o fim da impunidade e o início da moralização no brasil :///blcgnnlips'
' @ezequiasns:  :///yjxyxdpo85'
"' @luisprado1709: @revistaistoe eu apoio, inclusive, que eles não participem nunca mais '"
' @ezequiasns:  :///yjxyxdpo85'
' @ezequiasns:  :///yjxyxdpo85'
"'@anaamelialemos @lobaoeletrico ana amélia, parabéns pelo bom trabalho  #iolandanacadeia'"
' @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos :///aevzx6usgp'
' @ezequiasns:  :///yjxyxdpo85'
"'@exame justiça deve barrar sérgio cabral em disputa pelo governo do rio, prevê os gênios da mídia lugar de bandido é na cadeia '"
' @ezequiasns:  :///epaksokxv8'
"' @luisprado1709: @revistaistoe eu apoio, inclusive, que eles não participem nunca mais '"
"' @luisprado1709: @revistaistoe eu apoio, inclusive, que eles não participem nunca mais '"
' @ezequiasns:  :///jcalbim1jj'
' @ezequiasns:  :///32nqx2olyd'
' @ezequiasns:  :///w9glgy8uzl'
' @blogdotato67: na papuda                                                  #tocommoro :///m2uzae2yla'
"' @blogdotato67: farah jorge farah se mata, após ter prisão decretada aí  fica a dica'"
' @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
' @vieirabazilio: quem foi o maior ladrão do brasil   até hoje #bolsonaro2018 '
'@exame demorou demais '
"'dos grandes intelectuais formadores de opiniao desse pais, e que defendem #minc, quantos tiveram o privilegio da lei rouanet '"
"' @blogdotato67: farah jorge farah se mata, após ter prisão decretada aí  fica a dica'"
' @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'dá tempo de pensar coisa que não presta  #apóiolavajato  #midiacontrabrasil :///ob1lule10m'
'heptarréu❗️  #apoiolavajato #somostodosmoro  :///ozlhhs7yey'
