texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 https://tco/kcjp1avx9m'
'@trf4_oficial lugar de ladrão é na cadeia  https://tco/kt4bv9mfv4'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'rt @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos https://tco/aevzx6usgp'
'@fluzao_e_duca @janainadobrasil @shirley_loos discordo amigo está tudo bem retratado vc discorda justamente pq é verdade  #ptnuncamais'
'rt @osvladpereira: vem ai a 2ª condenação na 1ª  instância e a 1ª condenação na 2ª instância  https://tco/jy2n9lvm5y'
'rt @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    https://tco/rzduszuqfk'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'rt @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos https://tco/aevzx6usgp'
'@marciojml @tatymenis76 @folha foda mesmo porque os eleitores de temer derrubaram o temer e o trump com abraço agora eles caem  #fakenews https://tco/qcznhrdsv6'
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
'rt @ezequiasns:  https://tco/ywx2hoz4kf'
"'rt @bhuoriescaussoy: nos bastidores, pt e esquerda se preparam para lula fora de 2018 a nação brasileira agradece  https://t…'"
"'rt @blogdotato67: farah jorge farah se mata, após ter prisão decretada aí  fica a dica'"
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
"'@sandrabrasilia @patriotacesar @elisjun @faxinanopoder_ @negraotremembe @uniaotricolorba @aruthcao @projetochef @cibezane @limadoc @edilsonbert @cbrflu @mahggasantana @liajrio @jsaopaulino @mateussams @clancees82 @gabymoreiramor1 @deadabarra @rosangela_bolze @coelho7l @gwgminas @j_loganjr @macimarcus @jumuller45 @yury_sales @helenaf21621737 @luanportugal_ @ederbb @rogerriomar1 @analisdocspf @maracrisc @cassianoforever @abrunon @nopontodofato @anacristinadeol @remiltonroza @livinimedeiros @neybcruz @marcos160162 @bmenezessantana @lobaoeletrico @rosaurananini @daniela99409 @pauloliveir_a @ronaldoliveira2 @profeborto @danghetti @carmensilviasol @arlesnasciment1 pgr, stf, globo, esquerdas , querem derrubar temer de qquer feitocomo janot, stf nunca acusaram lula é dilma em exercício  '"
'@enquette_ @cleide_mariana '
'rt @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    https://tco/rzduszuqfk'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'#merkel #eleiçoes #brasil #politica #politicos #brasilqueopovoquer #brasilacimadetudo #foratemer  #votoimpressoja #mbl #sos https://tco/icgtcgbgxc'
'@sandrasampaios1 @renatoarc @rubenscrevelone @rcrevelone @luheisenberg @zethede @alexsandraponce @vanusaabreuc @giovannarocco @barella_sfc @nicholasminora @marlonscampos @arisirius @rubinhoarte @betinhogdf @sandracantii @gilmarfc @uli_cassilva @apostolo_valle @arykame @lavajatonews @vazatemer @valdirene8975 @cesartorres2014 @pgiolli @rodrigojfmg1981 @bobjackk @alexrochasilva5 @marcosmgbm @gicouoriginal @aeciofaraujo @mlulatica @betozsantos @maulroou @isabelviso @dorivas5 @o_ponderador @ceribeiro82 @rmelette @vouparacuba @aliceelendutra3 @games2002 @ureomascarenha2 @vazamaia @osantipira @joaopatriotico lula é 9 ( nine) e ptistas estão esperando ele  https://tco/knpbbv7qyz'
'lava jato amplia cerco a #lula com + 6 investigações @estadao    já  #ptnuncamais  ah  #foratemer já também  #chegacorruptos https://tco/m2m74xulln'
'rt @thepatricao: lava jato amplia cerco a #lula com + 6 investigações @estadao    já  #ptnuncamais  ah  #foratemer j… '
"'@sandrasampaios1 @rcrevelone @gus_moreira @renatoarc @rubenscrevelone @luheisenberg @zethede @alexsandraponce @vanusaabreuc @giovannarocco @barella_sfc @nicholasminora @marlonscampos @arisirius @rubinhoarte @betinhogdf @sandracantii @gilmarfc @uli_cassilva @apostolo_valle @arykame @lavajatonews @vazatemer @valdirene8975 @cesartorres2014 @pgiolli @bobjackk @alexrochasilva5 @marcosmgbm @gicouoriginal @aeciofaraujo @mlulatica @betozsantos @maulroou @isabelviso @dorivas5 @o_ponderador @ceribeiro82 @rmelette @vouparacuba @aliceelendutra3 @games2002 @ureomascarenha2 @vazamaia @osantipira @joaopatriotico @markosbrito1 baita cabo eleitoral, imagina ele mandando os mortadelas votarem no haddad suvinil direto da cadeia vai ser lindo  #lavajato'"
'rt @ezequiasns:  https://tco/gczoeb9pgm'
'rt @ffsinval: filhos de lula e dilma estão milionários - com o dinheiro do povo é hora de acabar com essa farra  http://tco/xnul7…'
'👏👏👏👏👏  https://tco/5kroicvcsi'
'rt @ffsinval: filhos de lula e dilma estão milionários - com o dinheiro do povo é hora de acabar com essa farra  http://tco/xnul7…'
'rt @ezequiasns:  https://tco/lwdinulkkz'
'rt @ricabudi: @muylaerte hahahaha perfeita definição bêbado mijado  e pra cadeia já '
"'que vergonha @ptbrasil @lulapelobrasil @gleisi @lindberghfarias o #lula ladrão condenado, candidato a presidente é nojento  https://tco/rgnpmj7o5l'"
'rt @ezequiasns:  https://tco/lwdinulkkz'
'rt @ffsinval: filhos de lula e dilma estão milionários - com o dinheiro do povo é hora de acabar com essa farra  http://tco/xnul7…'
"'rt @claudersonmiran: vou criar uma nova moda de  brincos , será se vai pegar  https://tco/8anaskpdb3'"
'rt @ezequiasns:  https://tco/jcalbim1jj'
'rt @ezequiasns:  https://tco/hdpnrs3ajv'
'rt @ezequiasns:  https://tco/urpdl8tkte'
'rt @ezequiasns:  https://tco/a3phblp9ug'
"'@renovamidia lula inelegível é o mínimo que esperamos da justiça, além de devolver todo $$$ que roubou e apodrecer na cadeia  #ptnuncamais'"
'@jqteixeira melhor domingo de 2017 vovô me seguindo obrigado '
'rt @anaamvs_sanches: @estadao @estadaomoda kkkkk '
'rt @ezequiasns:  https://tco/p9cbwra5q4'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'rt @ezequiasns:  https://tco/p9cbwra5q4'
'rt @ary_antipt: só pra não esquecer lula na cadeia    https://tco/nsy7vrobui'
'rt @ffsinval: filhos de lula e dilma estão milionários - com o dinheiro do povo é hora de acabar com essa farra  http://tco/xnul7…'
'rt @ary_antipt: só pra não esquecer lula na cadeia    https://tco/nsy7vrobui'
'rt @ffsinval: filhos de lula e dilma estão milionários - com o dinheiro do povo é hora de acabar com essa farra  http://tco/xnul7…'
'rt @alves_faraco: @mariadorosario vc é burra assim mesmo ou é mau intencionada fala sério né    #bolsonaro2018'
'rt @vieirabazilio: quem foi o maior ladrão do brasil   até hoje #bolsonaro2018 '
'rt @paulacamara_: esquerda já traça cenário para 2018 sem lula   https://tco/qztdjhawet'
'@cintiakwy @deltanmd @policiafederal pesquisas se fossem confiáveis '
'@celiapfau exatamente '
'rt @ezequiasns:  https://tco/9v06gth8ve'
'rt @vieirabazilio: quem foi o maior ladrão do brasil   até hoje #bolsonaro2018 '
'@revistaistoe se boicotar for não lançar candidato a cargo nenhum sou favorável vamos limoar o pais '
'🤣🤣🤣 lava jato amplia cerco a lula com mais 6 apurações https://tco/utzv4rhjdn'
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
"'rt @blogdotato67: farah jorge farah se mata, após ter prisão decretada aí  fica a dica'"
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'rt @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    https://tco/rzduszuqfk'
'rt @julietapedrosa:  https://tco/sz2vnqqif2'
'maravilhoso este vídeo  #dilmanacadeia #fato https://tco/bbdnv9ymr3'
'https://tco/b5jewii2sd #freevenezuela #maduroforprison  #foraforodesãopaulo #fhcforprison'
'rt @paulacamara_: esquerda já traça cenário para 2018 sem lula   https://tco/qztdjhawet'
'@veja ta  e isso quanto custou ao pt quem pagou  #somostodosmoro'
'@estadao @estadaopolitica ta  e isso quanto custou ao pt quem pagou  #somostodosmoro #avantelavajato'
'@leonardoboff @cartamaior  #lulanuncamais'
' https://tco/aryfudm2ha'
'rt @ary_antipt: só pra não esquecer lula na cadeia    https://tco/nsy7vrobui'
"'@cacau012008 @fussballsehr @faxinanopoder_ @catharinah16 @noriotem tem +  https://tco/wyms1u1oek alem disso, o $ arrecadado p/a famlia do amarildo (psol fez festa) foi embolsado por essa corja '"
'@barella_sfc @oslecmac74 @anaxavier98 @lucrjviola @renatoarc @rcrevelone @joaopatriotico @gilmarfc @sep_verde @allanmalony @vazatemer @lciapontes1 @heraldo10743939 @phaviih2 @robervalguaru @turquim5 @spd_33 @luheisenberg @clebervg @pgiolli @bbugaddo @lobaoeletrico @arykame @markosbrito1 @maria13petralha @spd_33_ @pipeline1975 @deivis_sil @adrianasscamar1 @silviofarias001 @mlulatica @temerrosa @macsanto777 @passariandre @dorivas5 @marianaxmaria @ccambara2 @bhzkika @rubinhoarte @bobjackk @aeciofaraujo @paulofcosta @pauloba30395640 @livinimedeiros @vazamaia @arisirius @osantipira @mariadorosario mas começaram a publicar isso: https://tco/kevzvczbcp acabou repetindo: a c a b o u  #lavajato'
'rt @rodrigkildysart: @miriamleitaocom eu sou #foratemer e já adianto o meu #foramaia e reitero  #dilmanacadeia #aecionacadeia…'
'  lava jato amplia cerco a lula com mais 6 apurações -  https://tco/9wwimeatcj'
'foto do dia d amanhã tirada pelo japa da pf revela q foi capitulado 1 dos mais antigo molusco propineiro dos lares brasileiros  https://tco/5wclepfjzi'
'@renovamidia '
'rt @ezequiasns:  https://tco/cut1yfiglb'
'@trf4_oficial @anjosdocruz @n_carvalheira @mpcpe '
"'ah meu deus, é que eles não tem um quadrilhão como aqui no brasil pra se preocupar  https://tco/vnzoaqxfqf'"
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
"'rt @blogdotato67: farah jorge farah se mata, após ter prisão decretada aí  fica a dica'"
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'@joaoluizdecastr @mavsampaio @dilmabr este é só++ uma calúnia comprovadadados oficiais mostram que dinheiro liberado foi do orçamento e igual p/esquerda e direita'
'@portaldaband #somostodosmoro só corrupto não é  já'
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'@correio @correio é uma vergonha vcs terem coragem d publicar isso o @lulapelobrasil é um bandido q vai ser preso em breve '
' https://tco/zak1huyotl'
' https://tco/freor9vglb'
' https://tco/kyoxhgkwj3'
' https://tco/3xphofsrb1'
'rt @ezequiasns:  https://tco/up5fkob5fj'
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
'rt @paulacamara_: esquerda já traça cenário para 2018 sem lula   https://tco/qztdjhawet'
"'@deltanmd @vitimasbancoop mas dallagnoll foi a casa de caetanoveloso p/ouvir defesa ao maior bandido impune do país que continua inexplicavelmente solto,'"
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
'rt @anaamvs_sanches:  https://tco/3xphofsrb1'
'rt @archertereza: e vem aí  para começar o fim da impunidade e o início da moralização no brasil https://tco/blcgnnlips'
'rt @ezequiasns:  https://tco/9v06gth8ve'
'rt @ezequiasns:  https://tco/9v06gth8ve'
'@deltanmd mas o que dallagnol foi fazer na casa de caetanoveloso e por quê não pediu prisão de lula depois de acusa-lo de chefe deorcrim'
'rt @ezequiasns:  https://tco/iynxk0ra6u'
'rt @rosevplb: na cadeia urgente  https://tco/vijubrxgo2'
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
"'rt @blogdotato67: farah jorge farah se mata, após ter prisão decretada aí  fica a dica'"
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa'
'rt @ezequiasns:  https://tco/iynxk0ra6u'
'rt @ezequiasns:  https://tco/9v06gth8ve'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'rt @ezequiasns:  https://tco/9v06gth8ve'
'rt @paulacamara_: lava jato amplia cerco a lula com mais 6 apurações    https://tco/rzduszuqfk'
"'@brutalle @emerson24275400 @lulapelobrasil o brasileiro gosta de ser manipulado é incrível, '"
'rt a causa e consequência e a impunidade  https://tco/qx6voovnh2'
'segue o lider   https://tco/swasqvimkn'
"'rt @luisprado1709: @revistaistoe eu apoio, inclusive, que eles não participem nunca mais '"
'rt @to_de_olho: tudo transparente  nao precisa nem desenhar #impeachmentja   #somostodosjanaina https://tco/xsiyfpgsxk'
'@bbcbrasil não é de hoje que ele e o pt esperneiam não adianta é só uma questão de tempo devagar dá mais emoção '
'rt @hellblazer2014: rt a causa e consequência e a impunidade  https://tco/qx6voovnh2'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
'rt @hellblazer2014: rt a causa e consequência e a impunidade  https://tco/qx6voovnh2'
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
'@rodrigo_moller_ muito bom '
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'rt @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos https://tco/aevzx6usgp'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'@exame não vejo a hora desse molusco ladrão ser preso '
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
"'@lindberghfarias  e, você e a amante gleisi vão  também'"
'rt @izidiooliver: segue o lider   https://tco/swasqvimkn'
'rt @ezequiasns:  https://tco/yjxyxdpo85'
'alma = lula   https://tco/uh6oho4i8w'
"'haja, investigações, denuncias e condenações pra tanta inocência    https://tco/utx7u6b3qx'"
"'rt @izidiooliver: haja, investigações, denuncias e condenações pra tanta inocência    https://tco/utx7u6b3qx'"
'rt @ezequiasns:  https://tco/9v06gth8ve'
'rt @ezequiasns:  https://tco/9v06gth8ve'
'#tudopelanfl acompanhado o kansas city pela espn #vaicairosantos  https://tco/d6rlbwmkej'
' é alvo de mais 6 investigações criminais na lava jato novos crimes de corrupção e lavagem de dinheiro https://tco/egtvl6zfpp https://tco/io0kq5ejdo'
'rt @crixtal7: relembrar é preciso @mpf_pgr janot 👉@lulapelobrasil  @smcristalina @aruthcao @paulaargollo @dasilva86… '
"'rt @izidiooliver: haja, investigações, denuncias e condenações pra tanta inocência    https://tco/utx7u6b3qx'"
'rt @spd_33: 🔰apresento aqui a grande verdade‼️ #foraesquerda   https://tco/mpstxkkv7z'
'#vaicairosantos #gochiefs #nflnaespn  torcendo pelos chiefs #seubordãonaespn   https://tco/5dvdahdkgq'
'rt @osvladpereira:  é alvo de mais 6 investigações criminais na lava jato novos crimes de corrupção e lavagem de dinheir… '
'rt @izidiooliver: alma = lula   https://tco/uh6oho4i8w'
'rt @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos https://tco/aevzx6usgp'
"'rt @izidiooliver: haja, investigações, denuncias e condenações pra tanta inocência    https://tco/utx7u6b3qx'"
'#lulabandido '
"'nossa, os coxinhas gritando fora temer sim, pq pelo preço dos ingressos, no #rockinrio  só deve ter coxinha #chupapetralhas '"
'que país é este   é a por do brasil  #foratemer  #forafdps #foracorruptos 🖕'
'alguém ouviu   no @rockinrio '
'que país é esse #foratemer  #forarenancalheiros #fora 🖕🖕 #rockinrio #rockinrionomultshow #rockinrio2017  #capitalinicialnomultishow https://tco/nvqddod3jr'
"'gostei da tua sugestão n° 1, @tarsogenro se bem que esse canalha precisa pagar em vida pelos crimes que cometeu  https://tco/xlukhsnzx0'"
'que país é este   é a por do brasil  #foratemer  #forafdps #foracorruptos 🖕 @capitalinicial #rockinrio'
'@tarsogenro gostei da tua sugestão n° 1 se bem que esse canalha precisa pagar em vida pelos crimes que cometeu '
'rt @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos https://tco/aevzx6usgp'
'#foratemer  #foracorruptos #bolsonaropresidente https://tco/x8zy2r4ncb'
'🎶que país é esse é a porra do brasil #foratemer  #foradilma #foratodoseles @capitalinicial ❤️🤘 #rockinrio #rockinrionomultshow'
'@carlosbolsonaro só faltou o  #capitalinicialnomultishow'
'rt @crixtal7: relembrar é preciso @mpf_pgr janot 👉@lulapelobrasil  @smcristalina @aruthcao @paulaargollo @dasilva86… '
'#capitalinicialnomultishow '
'#capitalinicialnomultishow  @dinhoouropreto @capitalinicial'
"'@roxmo @luizcarlosrns ouvi tanto #foratemer nesse rock um lixo, mas nenhum , @tvgloborio  não deixa porque será 🤔'"
'só faltou o  https://tco/qzrlycvisz'
'#foratemer  #foraaécioneves @pmdb_nacional @ptbrasil @rede45 https://tco/zxbla5bgvl'
'rt @anacerqueira1: #capitalinicialnomultishow  @dinhoouropreto @capitalinicial'
'#capitalinicialnomultishow  https://tco/gkdcb2vsjv'
'rt @anacerqueira1: #capitalinicialnomultishow  https://tco/gkdcb2vsjv'
'@anaamelialemos @lucilenemarcond esse partido corrupto deveria se preocupar com seus feitos '
' https://tco/b6yzrlkasb'
'rt @ezequiasns:  tiranos inimigos da pátria investiram na infra-estrutura dos países vizinhos https://tco/aevzx6usgp'
"'@uol ele dedicou a dilma e disse #foratodos, só esqueceu do  @dinhoouropreto @capitalinicial'"
